Company name,Company ISIN,Headquarters,Region,Industry,Total score (max. 20),Human Rights (max. 10),Decent Work (max. 6),Ethical Conduct (max. 4),Transformation / Benchmark,Research period,Engagement Status ,UNGC Membership,Business Roundtable Membership,Food and Agriculture,Decarbonisation and Energy,Digital Inclusion,Nature and Biodiverisity,Urban,Finance,Gender,CHRB,Access to Seeds,Seafood Stewardship Index
Schouw & Co (BioMar),DK0010253921,Denmark,Europe & Central Asia,Food & Beverage,6.5,4,1.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Schreiber Foods,,United States of America,North America,Food & Beverage,1.5,0,0.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
"Schwarz Group (Kaufland, Lidl)",,Germany,Europe & Central Asia,Food & Beverage,9,5.5,3,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
SDF Group,,Italy,Europe & Central Asia,Heavy Machinery & Electrical Equipment,0.5,0,0.5,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Seagate,IE00B58JVZ52,Ireland,Europe & Central Asia,Hardware,8,4,2,2,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
Servicenow,US81762P1021,United States of America,North America,Software & IT Services,6.5,3.5,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
SES,LU0088087324,Luxembourg,Europe & Central Asia,Telecommunication Services,4.5,2.5,1,1,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Seven & i Holdings,JP3422950000,Japan,East Asia & Pacific,Retail,5.5,3.5,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Shaanxi Yanchang Petroleum Group,CNE000001329,China,East Asia & Pacific,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Shandong Bohi,CNE000001J19,China,East Asia & Pacific,Agricultural Products,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Shoprite Holdings,ZAE000012084,South Africa,Sub-Saharan Africa,Retail,2,1,0,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,Yes,,
Sigma Alimentos,,Mexico,Latin America & Caribbean,Food & Beverage,5,3,0.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Sime Darby Plantation,MYL4197OO009,Malaysia,East Asia & Pacific,Agricultural Products,12.5,9,2,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Sina,KYG814771047,China,East Asia & Pacific,Internet Media & Services,1,0,0.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Singtel,SG1T75931496,Singapore,East Asia & Pacific,Telecommunication Services,5.5,2.5,2,1,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Sinochem Energy,,China,East Asia & Pacific,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
Sinomach,CNE0000017D0,China,East Asia & Pacific,Heavy Machinery & Electrical Equipment,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
SK hynix,KR7000660001,Korea (Rep.),East Asia & Pacific,Semiconductors,12.5,8.5,1.5,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,Yes,,
SK Innovation,KR7096770003,Republic of Korea,East Asia & Pacific,Oil and Gas,10.5,7,2,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
SK Telecom,KR7017670001,Korea (Rep.),East Asia & Pacific,Telecommunication Services,13.5,9.5,2,2,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
Sobey's,CA8335771090,Canada,North America,Retail,4,2,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Sociedad Quimica y Minera (SQM),CLP8716Y1065,Chile,Latin America & Caribbean,Agricultural Products,9,4.5,3,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Sodexo,FR0000121220,France,Europe & Central Asia,Retail,10,5.5,2,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Sodiaal,,France,Europe & Central Asia,Food & Beverage,1.5,0,0.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
SoftBank,JP3436100006,Japan,East Asia & Pacific,Telecommunication Services,8,4,1.5,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Sonangol,,Angola,Sub-Saharan Africa,Oil and Gas,2.5,1,0.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Sonatel,SN0000000019,Senegal,Sub-Saharan Africa,Telecommunication Services,1.5,0,0.5,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Sonatrach,,Algeria,Middle East & North Africa,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Sony,JP3435000009,Japan,East Asia & Pacific,Hardware,8,5,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,Yes,,,,Yes,,
Southern Company,US8425871071,United States of America,North America,Electric Utilities,5,2,1,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,Yes,,Yes,,,,,,,,
Southern States Cooperative,,United States of America,North America,Agricultural Products,0.5,0,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
SpaceX,,United States of America,North America,Aerospace & Defense,0,0,0,0,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Spark,NZTELE0001S4,New Zealand,East Asia & Pacific,Telecommunication Services,4.5,2,2,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,,,,,,,
Spotify,LU1778762911,Sweden,Europe & Central Asia,Internet Media & Services,4.5,2,2,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
SSE,GB0007908733,United Kingdom,Europe & Central Asia,Electric Utilities,9.5,4,3,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,,,,,,
SSP Group,GB00BGBN7C04,United Kingdom,Europe & Central Asia,Retail,4,0.5,2,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Starbucks,US8552441094,United States of America,North America,Retail,7,4,1,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes - CHRB,Yes,Yes,Yes,,,Yes,,,,Yes,,
Starzen,JP3399100001,Japan,East Asia & Pacific,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
State Oil Company of Azerbaijan Republic (SOCAR),,Azerbaijan,Europe & Central Asia,Oil and Gas,5.5,2,1.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
State Power Investment Corporation (SPIC),,China,East Asia & Pacific,Electric Utilities,0.5,0,0.5,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,Yes,,,,,
STC,SA0007879543,Saudi Arabia,Middle East & North Africa,Telecommunication Services,3,0,2,1,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Subaru,JP3814800003,Japan,East Asia & Pacific,Automotive,4.5,2.5,1.5,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,Yes,,
Subway,,United States of America,North America,Retail,4,2,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Sucden,,France,Europe & Central Asia,Agricultural Products,3,1,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Südzucker,DE0007297004,Germany,Europe & Central Asia,Agricultural Products,7,4,1.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Suguna Foods,,India,South Asia,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Sumitomo Chemical,JP3401400001,Japan,East Asia & Pacific,Agricultural Products,8,5,1.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Suncor Energy,CA8672241079,Canada,North America,Oil and Gas,6.5,3.5,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,,,,Yes,,
Sunkist Growers,,United States of America,North America,Food & Beverage,2.5,2,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Suntory,,Japan,East Asia & Pacific,Food & Beverage,5,2.5,1.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Surgutneftegas,RU0008926258,Russian Federation,Europe & Central Asia,Oil and Gas,1.5,1,0,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,Yes,,
Suzuki,JP3397200001,Japan,East Asia & Pacific,Automotive,3.5,1,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,Yes,,
Swisscom,CH0008742519,Switzerland,Europe & Central Asia,Telecommunication Services,6,3.5,1,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
Symrise,DE000SYM9999,Germany,Europe & Central Asia,Food & Beverage,6.5,1.5,2.5,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Syngenta Group,CH0011037469,Switzerland,Europe & Central Asia,Agricultural Products,8,4.5,2,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,Yes,
Sysco,US8718291078,United States of America,North America,Retail,6,3.5,1,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,Yes,Yes,,,Yes,,,,Yes,,
Taiwan Power Company,TW0009963009,"Taiwan, China",East Asia & Pacific,Electric Utilities,1.5,0,1.5,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
Targa Resources,US87612G1013,United States of America,North America,Oil and Gas,5,2,1.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Tata Communications,INE151A01013,India,South Asia,Telecommunication Services,9,5,2,2,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Tata Motors,INE155A01022,India,South Asia,Automotive,5.5,3,1,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,,,,Yes,,
Tate & Lyle,GB0008754136,United Kingdom,Europe & Central Asia,Food & Beverage,7.5,3.5,1.5,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Tatneft,,Russian Federation,Europe & Central Asia,Oil and Gas,4,2.5,1,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,Yes,,
Taylor Farms,,United States of America,North America,Food & Beverage,0.5,0,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Tele2,SE0005190238,Sweden,Europe & Central Asia,Telecommunication Services,7.5,4,2,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Telecom Egypt,EGS48031C016,Egypt,Middle East & North Africa,Telecommunication Services,1,0,1,0,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Telecom Italia,IT0003497168,Italy,Europe & Central Asia,Telecommunication Services,11,6.5,1.5,3,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Telefónica,ES0178430E18,Spain,Europe & Central Asia,Telecommunication Services,14.5,9.5,2.5,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
Telenor,NO0010063308,Norway,Europe & Central Asia,Telecommunication Services,10.5,7,1.5,2,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Telia,SE0000667925,Sweden,Europe & Central Asia,Telecommunication Services,14.5,9,3,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Telkom,ZAE000044897,South Africa,Sub-Saharan Africa,Telecommunication Services,4,2.5,0.5,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Telkom Indonesia,ID1000129000,Indonesia,East Asia & Pacific,Telecommunication Services,3,1,1,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Telstra,AU000000TLS2,Australia,East Asia & Pacific,Telecommunication Services,10,6.5,2,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Tenaga Nasional,MYL5347OO009,Malaysia,East Asia & Pacific,Electric Utilities,6,2,2,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
Tencent,KYG875721634,China,East Asia & Pacific,Software & IT Services,2,1,0.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,,,,,,,
Tereos,,France,Europe & Central Asia,Agricultural Products,1.5,0,0.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Terrena,,France,Europe & Central Asia,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Tesco,GB0008847096,United Kingdom,Europe & Central Asia,Retail,15.5,10,3,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Tesla,US88160R1014,United States of America,North America,Automotive,2.5,2,0.5,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,Yes,,
Texas Instruments,US8825081040,United States of America,North America,Semiconductors,7.5,3,2,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes - CHRB,,Yes,,,Yes,Yes,,,,Yes,,
Thai Roong Ruang,,Thailand,East Asia & Pacific,Agricultural Products,2,1,0.5,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Thai Union Group,TH0450010Y08,Thailand,East Asia & Pacific,Food & Beverage,14,10,1,3,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,Yes
ThaiBev,TH0902010014,Thailand,East Asia & Pacific,Food & Beverage,8,5,0.5,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
The Hershey Company,US4278661081,United States of America,North America,Food & Beverage,15.5,10,3,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Tiger brands,ZAE000071080,South Africa,Sub-Saharan Africa,Food & Beverage,8.5,4.5,1.5,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
Tingyi (Cayman Islands) Holding,KYG8878S1030,China,East Asia & Pacific,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Tohoku Electric Power,JP3605400005,Japan,East Asia & Pacific,Electric Utilities,3,1,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,,,Yes,,,Yes,,,,,
Tokyo Electric Power Company (TEPCO),JP3585800000,Japan,East Asia & Pacific,Electric Utilities,1.5,0,1.5,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
Tokyo Seika,,Japan,East Asia & Pacific,Food & Beverage,0.5,0,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
TONGAAT HULETT,ZAE000096541,South Africa,Sub-Saharan Africa,Agricultural Products,5.5,3,1,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Tongwei,,China,East Asia & Pacific,Agricultural Products,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Tönnies,,Germany,Europe & Central Asia,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Total,FR0000120271,France,Europe & Central Asia,Oil and Gas,15,9.5,3,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,,,Yes,,,,,,Yes,,
Total Produce,IE00B1HDWM43,Ireland,Europe & Central Asia,Food & Beverage,0.5,0,0.5,0,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,,,,,,,
Toyota Motor Corporation,JP3633400001,Japan,East Asia & Pacific,Automotive,6.5,3.5,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,,,Yes,,,,,,Yes,,
TreeHouse Foods,US89469A1043,United States of America,North America,Food & Beverage,4.5,2,1,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
Trident Seafoods,KR7009830001,United States of America,North America,Food & Beverage,2,2,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,Yes
TSMC,TW0002330008,"Taiwan, China",East Asia & Pacific,Semiconductors,9.5,5,3,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,Yes,,,,Yes,,
Türk Telekom,TRETTLK00013,Turkey,Europe & Central Asia,Telecommunication Services,5.5,2.5,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
Türkiye Petrol Rafinerileri,TRATUPRS91E8,Turkey,Europe & Central Asia,Oil and Gas,8.5,4.5,2,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
TurkmenGaz,,Turkmenistan,Europe & Central Asia,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Twilio,US90138F1021,United States of America,North America,Software & IT Services,5.5,3,1.5,1,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,,,,,,,
Twitter,US90184L1026,United States of America,North America,Internet Media & Services,4.5,2.5,1.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Tyson Foods,US9024941034,United States of America,North America,Food & Beverage,6.5,4,1,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,Yes,Yes,,,Yes,,,,Yes,,
Uber,US90353T1007,United States of America,North America,Internet Media & Services,6.5,3.5,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,Yes,,,,,
Ultrapar,BRUGPAACNOR8,Brazil,Latin America & Caribbean,Oil and Gas,8,4,2.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Unilever,GB00B10RZP78,United Kingdom,Europe & Central Asia,Personal & Household Products,17.5,10,4,3.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Union Invivo,,France,Europe & Central Asia,Agricultural Products,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Uni-President,TW0001216000,"Taiwan, China",East Asia & Pacific,Food & Beverage,6.5,3.5,1,2,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Universal Robina,PHY9297P1004,Philippines,East Asia & Pacific,Food & Beverage,3,2,0.5,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
UPL,INE628A01036,India,South Asia,Agricultural Products,11.5,9,0.5,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
US Foods Holding,US9120081099,United States of America,North America,Retail,6,4,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Valero Energy,US91913Y1001,United States of America,North America,Oil and Gas,6.5,3,2,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Van Drie,,Netherlands,Europe & Central Asia,Food & Beverage,0.5,0,0.5,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Varo Energy,,Netherlands,Europe & Central Asia,Oil and Gas,1.5,0,0.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Vattenfall,,Sweden,Europe & Central Asia,Electric Utilities,10.5,6,2.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,Yes,,,,,
Veon,BMG9349W1038,Netherlands,Europe & Central Asia,Telecommunication Services,6,3,2,1,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,,,,,,,
Verizon,US92343V1044,United States of America,North America,Telecommunication Services,12,9,2,1,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Viettel,,Vietnam,East Asia & Pacific,Telecommunication Services,0,0,0,0,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
VinaMilk,VN000000VNM8,Vietnam,East Asia & Pacific,Food & Beverage,4,1,2,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Vion,,Netherlands,Europe & Central Asia,Food & Beverage,3,1,0,2,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Vistra Energy Corp,US92840M1027,United States of America,North America,Electric Utilities,6.5,3.5,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,Yes,,Yes,,,Yes,,,,,
Viterra,CA92143B1004,Netherlands,Europe & Central Asia,Agricultural Products,6.5,4,0.5,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Viva Energy Group,AU0000016875,Australia,East Asia & Pacific,Oil and Gas,7,3,1.5,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Vodafone,GB00BH4HKS39,United Kingdom,Europe & Central Asia,Telecommunication Services,9,3.5,2.5,3,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Volkswagen AG,DE0007664039,Germany,Europe & Central Asia,Automotive,6.5,3.5,1.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,,,,Yes,,
"Wadia Group (Bombay Burmah, Britannia Industries)",,India,South Asia,Food & Beverage,2,1,0.5,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Walmart,US9311421039,United States of America,North America,Retail,9,6,1,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,,
Want Want China,KYG9431R1039,China,East Asia & Pacific,Food & Beverage,0.5,0,0.5,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Wengfu Group,,China,East Asia & Pacific,Chemicals,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Wen's Foodstuff,CNE100002508,China,East Asia & Pacific,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Western Digital,US9581021055,United States of America,North America,Hardware,12.5,8.5,2.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes - CHRB,,,,,Yes,Yes,,,,Yes,,
WH Group,KYG960071028,"Hong Kong, China",East Asia & Pacific,Food & Beverage,1,0,1,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Wilbur-Ellis,,United States of America,North America,Agricultural Products,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Wilmar International,SG1T56930848,Singapore,East Asia & Pacific,Agricultural Products,14,9,3,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Wm Morrison Supermarkets,GB0006043169,United Kingdom,Europe & Central Asia,Retail,8,3.5,2.5,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
Wonderful Company,,United States of America,North America,Food & Beverage,1,0,0,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Woodside Petroleum,AU000000WPL2,Australia,East Asia & Pacific,Oil and Gas,12,8.5,1.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes - CHRB,,,,Yes,,,,,,Yes,,
Woolworths Group,AU000000WOW2,Australia,East Asia & Pacific,Retail,12,7,3,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Wuliangye Yibin,CNE000000VQ8,China,East Asia & Pacific,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
X5 Retail Group,US98387E2054,Russian Federation,Europe & Central Asia,Retail,8,3.5,2,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Xcel Energy,US98389B1008,United States of America,North America,Electric Utilities,5,3,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Xiaomi,KYG9830T1067,China,East Asia & Pacific,Hardware,3.5,2,1,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,Yes,,,,,,
Yamazaki Baking,JP3935600001,Japan,East Asia & Pacific,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,Yes,Yes,,,Yes,,,,,,
Yandex,NL0009805522,Netherlands,Europe & Central Asia,Internet Media & Services,5,3,1.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Yanmar,,Japan,East Asia & Pacific,Heavy Machinery & Electrical Equipment,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Yara,NO0010208051,Norway,Europe & Central Asia,Chemicals,13.5,7.5,2.5,3.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
"Yildiz Holding (Godiva Chocolatier, Pladis, Ulker)",,Turkey,Europe & Central Asia,Food & Beverage,4,2,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,,,,,,,
Yili Group,CNE000000JP5,China,East Asia & Pacific,Food & Beverage,3,2,0.5,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,Yes,,
Yonghui Superstores,CNE100000XX9,China,East Asia & Pacific,Retail,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
